taxyear,N,community,ratio1,ratio,value,erate,taxes,av,av1,appeal_flag,condo,tract2010,white,black,hispanic,nativ,asian,two,medhinc,college,poverty
2009-2015,209,Lincoln Park,0.86833072,0.84706426,900000,0.013684409,10661.52,69221,76230,0.23444976,0.37320575,71100,0.87975544,0.031589676,0.060461957,0.003396739,0.068614133,0.016644021,103250,0.4955357,0.14320055
2009-2015,209,Lincoln Park,0.88579643,0.85729927,478000,0.013768679,6349.3999,41980,42189,0.37799042,0.71291864,71200,0.88090241,0.033578172,0.06086044,0.000524659,0.058761805,0.026232949,80321,0.57763189,0.19792981
2009-2015,414,Lincoln Park,0.901191,0.88124061,400000,0.013869001,5444.355,35165,35978,0.44444445,0.75362319,71300,0.89610022,0.015371477,0.036720753,0.000853971,0.070879593,0.016794762,90969,0.67612755,0.10369538
2009-2015,452,Lincoln Park,0.87855113,0.83668256,311250,0.013290809,4042.2148,26733,28199,0.46238938,0.95132744,71400,0.85076588,0.056892779,0.046827134,0.000875274,0.069146611,0.022319475,72907,0.61437482,0.10327098
2009-2015,646,Lincoln Park,0.89360774,0.84666681,292000,0.013153686,3575.74,25040.5,26660.5,0.50928795,0.86068112,71500,0.88418865,0.04889043,0.040915396,0.001386963,0.048543688,0.016990291,85528,0.6964016,0.079786763
2009-2015,200,Lincoln Park,0.88600463,0.86099762,732500,0.013779095,9049.4648,59129,60175.5,0.23999999,0.59500003,71600,0.86539543,0.056646101,0.046550758,0.001682558,0.050476726,0.025799215,131100,0.60682821,0.066079296
2009-2015,155,Lincoln Park,0.89436841,0.86448669,630000,0.013990432,8211.6396,53286,55100,0.3548387,0.65161288,71700,0.80508476,0.11803874,0.045399517,0.001815981,0.044794191,0.030266345,126736,0.6237998,0.093104452
2009-2015,263,Lincoln Park,0.85421538,0.83125001,645000,0.013073651,8291.3799,54639,56852,0.3041825,0.59695816,71800,0.7751323,0.15721844,0.040438399,0.000755858,0.045351475,0.021541949,116510,0.53280395,0.06277179
2009-2015,812,Near North Side,0.89071989,0.83408689,400000,0.013260607,5023.2148,34056.5,35168,0.49137932,0.96921182,80100,0.90603691,0.02494595,0.038416762,0.000665225,0.053550642,0.014801264,81341,0.7129072,0.085113399
2009-2015,601,Near North Side,0.89914286,0.85270178,223000,0.013338231,2998.48,19454,20777,0.52911812,0.98336107,80201,0.89473683,0.033160936,0.035594769,0.000608458,0.055673867,0.015819896,74727,0.67511553,0.064112119
2009-2015,591,Near North Side,0.89252633,0.83621621,225000,0.013055333,2930.52,18534,19544,0.56514382,0.9170897,80202,0.88965124,0.022584334,0.045168668,0.001143511,0.069754146,0.016866781,87136,0.73097038,0.045903545
2009-2015,747,Near North Side,0.85266316,0.79538184,356500,0.012322238,3895.1499,27171,29003,0.47389558,0.87282461,80300,0.83198148,0.061645422,0.044495944,0.001158749,0.08528389,0.019930474,92744,0.69237006,0.12110686
2009-2015,282,Near North Side,0.8658365,0.85192746,490000,0.013623076,6603.855,42029.5,43443.5,0.24113475,0.79432625,80400,0.35788742,0.59485751,0.027102154,0.000926569,0.028723652,0.017604819,22917,0.30642986,0.52225721
2009-2015,445,Near North Side,0.8477788,0.78703701,370000,0.012927015,3587.4299,25770,26933,0.58876407,0.9775281,81000,0.75165653,0.1225815,0.055923667,0.001457726,0.10482375,0.019480519,49429,0.51314586,0.20928712
2009-2015,397,Near North Side,0.86063159,0.81618333,349000,0.012793623,3866.46,24901,25894,0.47858942,0.94458437,81100,0.74532968,0.12802199,0.05412088,0.001648352,0.10714286,0.017857144,54871,0.57058412,0.21956369
2009-2015,847,Near North Side,0.8624354,0.78135502,600000,0.012463024,5043.2798,33782,39670,0.55726093,0.98701298,81201,0.84306479,0.043114066,0.050997782,0.000492732,0.093126386,0.02020202,69792,0.64820486,0.10930033
2009-2015,487,Near North Side,0.8857466,0.84835297,465000,0.013345913,5686.3799,41181,42049,0.46611911,0.95687884,81202,0.90584308,0.024707846,0.041068446,0.001335559,0.053422369,0.014691152,81452,0.64965427,0.072439909
2009-2015,947,Near North Side,0.88935483,0.82840002,410000,0.013203864,4776.6201,31877,34061,0.52375925,1,81300,0.84152335,0.036650285,0.038288288,0.0004095,0.10544635,0.015970515,87396,0.74447376,0.07503549
2009-2015,290,Near North Side,0.89858603,0.83032078,341250,0.01261862,3966.8101,27151,29820.5,0.69999999,1,81401,0.76042122,0.057042561,0.05353225,0.002632734,0.1588416,0.021061869,76699,0.66457939,0.092673764
2009-2015,1119,Near North Side,0.8919403,0.7754634,498500,0.012162557,5564.7598,36324,45172,0.6577301,1,81402,0.71341032,0.065991044,0.049257603,0.001885458,0.19420221,0.024510959,101640,0.66451228,0.06822262
2009-2015,1018,Near North Side,0.84592807,0.7816354,425000,0.012652569,4136.2148,28258.5,30667,0.57465619,0.98133594,81403,0.70380479,0.044308878,0.05763365,0,0.22668165,0.025204688,88523,0.76616758,0.060672574
2009-2015,1525,Near North Side,0.83480394,0.77461112,325000,0.012754133,3605.8601,23447,26207,0.54950821,1,81500,0.77597624,0.03356931,0.047499429,0.002511989,0.16716145,0.020781001,93938,0.70010644,0.075002961
2009-2015,640,Near North Side,0.84109187,0.79298383,318950,0.012801373,3533.9751,22364,24053.5,0.82499999,1,81600,0.79294783,0.035260931,0.051057827,0.00112835,0.1528914,0.017771509,86786,0.65400028,0.13270001
2009-2015,630,Near North Side,0.82541686,0.75646544,312750,0.012490216,3597.5498,23467,25818,0.64761907,0.9968254,81700,0.68310767,0.10348163,0.10251451,0.004190845,0.17472598,0.034493875,90136,0.63130319,0.060248856
2009-2015,2174,Near North Side,0.8154366,0.752864,359000,0.011949956,3804.7251,26055.5,28437,0.59015638,0.99310029,81800,0.84226626,0.025487911,0.042965338,0.000873871,0.11200117,0.019370813,93024,0.76087439,0.053580627
2009-2015,202,Near North Side,0.74686146,0.70552635,463750,0.011568213,5600.0146,33634,37466.5,0.37623763,0.93069309,81900,0.40645775,0.51471984,0.021842355,0,0.05982906,0.018993352,97500,0.38290295,0.30810329
2009-2015,221,Edison Park,0.99086314,0.98903334,290000,0.014675988,4370.96,28940,29420,0.072398193,0.018099548,90100,0.93245226,0.003230543,0.080469899,0.001762115,0.047283407,0.015271659,78903,0.27616587,0.040103298
2009-2015,380,Edison Park,1.0026734,0.98784393,290000,0.014546406,4284.0098,29046.5,29599,0.15789473,0.32368422,90200,0.94332725,0.003199269,0.075563684,0.000152346,0.037781842,0.015539305,85000,0.32848704,0.021808269
2009-2015,84,Edison Park,0.96550304,0.95746118,320000,0.014374463,4177.5449,30440.5,31056,0.14285715,0,90300,0.94023323,0.001457726,0.077259474,0.001457726,0.040816326,0.016034985,83419,0.28592321,0.039488118
2009-2015,248,Norwood Park,1.0508312,1.0283461,275000,0.016059034,4292.4902,28837,29640,0.11693548,0.052419353,100100,0.87502354,0.007716921,0.13984565,0.005270092,0.092979483,0.019009976,64352,0.27623525,0.060853366
2009-2015,350,Norwood Park,1.0250362,0.99621272,276000,0.014248604,3779.6099,27218.5,27750.5,0.11714286,0.25999999,100200,0.92102534,0.004000593,0.11720255,0.003556083,0.053193066,0.018224923,76881,0.23606227,0.021668939
2009-2015,273,Norwood Park,0.91352516,0.90776271,340000,0.013885818,4587.0601,29944,30432,0.091575094,0.08791209,100300,0.92342561,0.004694836,0.097134531,0.000647564,0.053585883,0.017646106,57163,0.21047455,0.065240555
2009-2015,188,Norwood Park,0.97341204,0.97095025,295000,0.013926389,4215.105,28184,28888,0.074468084,0.005319149,100400,0.91063273,0.00456621,0.11089367,0.001630789,0.063600786,0.019569471,82679,0.31193563,0.076506324
2009-2015,307,Norwood Park,1.0617647,1.0312414,269000,0.015395386,4228.77,28320,28568,0.091205209,0.06188925,100500,0.87956393,0.004499049,0.10382419,0.001903444,0.087385364,0.026648208,77679,0.20073439,0.011015912
2009-2015,281,Norwood Park,0.99581963,0.99294645,240000,0.014169309,3599.26,23551,23723,0.042704627,0.035587188,100600,0.86485928,0.007450331,0.14279801,0.001448676,0.10347682,0.022764901,58578,0.15683393,0.03569179
2009-2015,306,Norwood Park,1.0671686,1.0343168,245000,0.015559716,3898.7451,25700,25986.5,0.084967323,0.029411765,100700,0.85350186,0.003937008,0.13613759,0.001657688,0.1116867,0.029216742,66429,0.23157449,0.11356667
2009-2015,271,Jefferson Park,1.0488846,1.0072244,275000,0.016299728,4274.8398,27538,27939,0.11808118,0.025830258,110100,0.81728208,0.013513514,0.16082984,0.004377617,0.13189951,0.032927293,62520,0.18455641,0.031763416
2009-2015,106,Jefferson Park,1.1478543,1.079465,242500,0.016471773,4067.6099,26764,27041.5,0.12264151,0.12264151,110200,0.79349363,0.007425743,0.18953323,0.006718529,0.17892504,0.013437058,57641,0.16956671,0.14466053
2009-2015,257,Jefferson Park,1.0716604,1.0532545,231000,0.015371129,3678.72,24287,24608,0.093385212,0.11673152,110300,0.80875802,0.00871924,0.1749661,0.001550087,0.15268359,0.028289091,67361,0.23847695,0.076352708
2009-2015,196,Jefferson Park,1.1034162,1.034566,250000,0.015547054,3909.5349,25493,26388.5,0.1122449,0.19897959,110400,0.80514705,0.012867647,0.20703125,0.0078125,0.14131434,0.032858457,52155,0.20704654,0.039799914
2009-2015,179,Jefferson Park,1.0231539,1.0051107,270000,0.015469971,4190.8701,27286,27389,0.061452515,0,110501,0.73765898,0.014442768,0.23539557,0.007329166,0.20952791,0.031041173,62552,0.25492662,0.036687631
2009-2015,156,Jefferson Park,1.0970635,1.0510544,185000,0.014937308,2549.845,19361.5,20268,0.1923077,0.60897434,110502,0.76229,0.015556938,0.2022402,0.00746733,0.17828251,0.036403235,53594,0.19476439,0.15976065
2009-2015,302,Forest Glen,0.95360875,0.93049693,423500,0.014111105,5785.645,39201,40041,0.20860927,0.089403972,120100,0.90233445,0.006193426,0.070271559,0.001667461,0.067889474,0.021915197,103929,0.43960828,0.031676944
2009-2015,260,Forest Glen,0.95991474,0.94750905,425000,0.014528863,6144.0498,39478,39856,0.11923077,0.034615386,120200,0.87200904,0.00496614,0.079909705,0.002934537,0.09571106,0.024379233,89773,0.38359636,0.024190761
2009-2015,394,Forest Glen,0.96033019,0.94102991,425000,0.014731277,5623.9951,37013.5,37989,0.12436548,0.005076142,120300,0.79120189,0.00958366,0.097879022,0.001571092,0.16339356,0.034249805,101402,0.42790699,0.058809619
2009-2015,151,Forest Glen,1.0260571,1.0022975,300000,0.014785687,4616.2402,29795,30054,0.086092718,0.006622517,120400,0.71237552,0.012802276,0.24295875,0.000853485,0.23328592,0.040682789,66210,0.27222446,0.17752597
2009-2015,189,North Park,1.0925862,1.0312328,285000,0.015962694,4667.29,30634,31292,0.24867725,0.22751322,130100,0.66101694,0.00993571,0.068575881,0.001363725,0.29242158,0.03526203,44654,0.34378088,0.084059276
2009-2015,110,North Park,0.97323292,0.94289279,257000,0.01455733,3804.8398,25646,27835,0.22727273,0.46363637,130200,0.7315864,0.01203966,0.22450425,0.003541077,0.21458924,0.038243625,71806,0.3502335,0.050033357
2009-2015,145,North Park,1.1592376,1.1371795,271000,0.016260773,4225.8301,30144,30871,0.068965517,0.27586207,130300,0.49269351,0.04443128,0.21682465,0.003554502,0.40857029,0.050750393,53384,0.27387711,0.11871327
2009-2015,61,Albany Park,1.0212766,0.9466539,225080,0.015689915,3071.4199,19174,19495,0.27868852,0.77049178,140100,0.4848485,0.094931617,0.49879324,0.005899705,0.36873156,0.045588631,32031,0.11053494,0.30786026
2009-2015,91,Albany Park,1.0973426,0.99190193,185000,0.015495552,2790.3101,18037,19600,0.29670331,0.65934068,140200,0.51735121,0.051299244,0.44492877,0.006705784,0.37284157,0.051802181,43549,0.15909274,0.25046247
2009-2015,41,Albany Park,1.1501865,1.1304051,209500,0.018638395,3615.71,27928,27928,0.17073171,0.36585367,140301,0.33932894,0.041162226,0.5434106,0.004842615,0.50363195,0.11103424,49699,0.13648672,0.20473009
2009-2015,90,Albany Park,1.1159036,1.0851121,248950,0.016337274,3968.7803,28136,28919.5,0.22222222,0.34444445,140302,0.45753741,0.055235904,0.39079401,0.007364787,0.40667433,0.073187575,51056,0.18882245,0.26793927
2009-2015,204,Albany Park,1.0504792,1.0272946,279000,0.015032405,4291.3848,28096.5,28949.5,0.10294118,0.014705882,140400,0.59030128,0.017487142,0.32564291,0.003526819,0.3357825,0.052902278,43628,0.19502196,0.15021962
2009-2015,85,Albany Park,1.0454104,1.0102084,261500,0.01589877,4213.0098,28045,28124,0.14117648,0.070588239,140500,0.60342485,0.027996738,0.51073658,0.008154389,0.30497417,0.055449851,50651,0.14074804,0.18257874
2009-2015,59,Albany Park,1.0516957,1,258500,0.015045792,4320.1802,28257,28257,0.13559322,0.033898305,140601,0.48564249,0.02333094,0.6051687,0.005025126,0.45297918,0.033022255,45972,0.12657379,0.26993454
2009-2015,115,Albany Park,1.084074,1.0618064,235000,0.015438165,3846.3799,27439,27573,0.19130434,0.37391305,140602,0.44561794,0.080415048,0.61738002,0.007967389,0.41022789,0.055771723,38346,0.085578732,0.23919076
2009-2015,72,Albany Park,1.0434356,0.98878706,215000,0.014927495,3088.5752,20179.5,23294,0.2638889,0.77777779,140701,0.48448688,0.046709854,0.56529152,0.021479713,0.39174905,0.055574495,53924,0.24353567,0.059416834
2009-2015,130,Albany Park,1.0577817,0.9921627,226000,0.014096884,3019.4102,24932,25588.5,0.16153847,0.5,140702,0.46419913,0.042670116,0.67124617,0.008727978,0.43801519,0.046387587,45064,0.12622833,0.27866101
2009-2015,285,Albany Park,0.95771426,0.9126147,317500,0.013544557,4500.4302,31335,31407,0.18596491,0.42105263,140800,0.64131868,0.033553112,0.40732601,0.006886447,0.27765569,0.04058608,67880,0.32932609,0.14755787
2009-2015,244,Portage Park,1.1101449,1.0571795,275000,0.015783325,4260.5098,29613,29826,0.14754099,0.18442623,150200,0.73753315,0.023474801,0.3111406,0.005702918,0.19005305,0.043236073,51205,0.24212791,0.2305235
2009-2015,253,Portage Park,1.0556078,1,255000,0.015131442,3956.1399,26901,26933,0.16996047,0.22529644,150300,0.80994719,0.012503473,0.2609058,0.004584607,0.13809392,0.034870796,55551,0.17342278,0.10904939
2009-2015,171,Portage Park,1.0744671,1.0459489,250000,0.015803054,4120.6802,26913,27774,0.099415205,0.12280702,150401,0.79657835,0.006467766,0.25015649,0.003129564,0.16190277,0.031921551,47972,0.21474774,0.1586891
2009-2015,138,Portage Park,1.1854814,1.1316471,236050,0.01690612,4154.75,27059,27356.5,0.10869565,0.043478262,150402,0.76891404,0.010293361,0.31497684,0.001544004,0.17936181,0.039886773,58125,0.11447282,0.11185331
2009-2015,164,Portage Park,1.1439159,1.1049607,217500,0.016406726,3718.96,25136.5,25247.5,0.16463415,0.15853658,150501,0.8149671,0.005482456,0.21546052,0.00191886,0.14720395,0.030427631,73102,0.20423892,0.06936416
2009-2015,145,Portage Park,1.1667273,1.1650249,227000,0.017365281,3894.24,25839,25868,0.075862072,0.055172414,150502,0.76979786,0.023781212,0.30011889,0.002378121,0.17360285,0.030439952,48933,0.081090063,0.12429378
2009-2015,165,Portage Park,1.0450685,1.0239885,247425,0.015244313,3827.0601,24256,24429,0.07272727,0.024242423,150600,0.75786692,0.01201057,0.3713668,0.008167187,0.18712467,0.034830652,60609,0.16178164,0.097273774
2009-2015,138,Portage Park,1.0222945,0.99254203,243550,0.015409051,3756.095,23722,23868.5,0.065217391,0.021739131,150700,0.70008683,0.019097222,0.42751735,0.0078125,0.2361111,0.036892362,58293,0.12363396,0.08698532
2009-2015,144,Portage Park,1.0743637,1.0144246,243500,0.014273548,3598.0701,24572,24791,0.083333336,0.041666668,150800,0.68598485,0.028977273,0.5382576,0.009469697,0.23541667,0.040151514,57953,0.10871814,0.15066303
2009-2015,54,Portage Park,1.3744907,1.3081539,235000,0.019842818,4580.25,29769.5,31391,0.14814815,0,151001,0.57325292,0.026959915,0.61617595,0.007804186,0.35579994,0.036183044,38694,0.076005138,0.31540298
2009-2015,128,Portage Park,1.2146139,1.1919854,220000,0.01759593,3705.2949,25560,25696,0.078125,0.1796875,151002,0.59513903,0.023209985,0.62557477,0.016422158,0.33457413,0.030654697,54416,0.1178786,0.12326497
2009-2015,128,Portage Park,1.3042701,1.2618843,233500,0.018509535,3957.8049,27639.5,28061,0.1328125,0.0078125,151100,0.68743128,0.014474167,0.47013557,0.010443386,0.25137413,0.036277026,38939,0.1415793,0.12349717
2009-2015,143,Portage Park,1.1900001,1.1739,224000,0.016456552,3661.78,24563,24587,0.062937066,0.020979021,151200,0.74922758,0.010298661,0.39109164,0.009783728,0.20005149,0.030638518,55724,0.13828799,0.059721302
2009-2015,99,Irving Park,1.1021428,1.0274462,280000,0.014879662,3968.8999,28309,29028,0.16161616,0.26262626,160100,0.7086519,0.024949698,0.28812876,0.005633803,0.21287726,0.047887325,58547,0.18521401,0.044357978
2009-2015,167,Irving Park,0.93514794,0.93175554,345000,0.013949594,4561.6499,32989,32989,0.1257485,0.053892214,160200,0.75137961,0.027301772,0.25355795,0.002613999,0.17426662,0.04443799,60781,0.22095394,0.088598996
2009-2015,143,Irving Park,1.13625,1.0739473,136800,0.014841884,1921.6899,14787,15714,0.25174826,0.73426574,160300,0.68903565,0.083223246,0.21505944,0.00317041,0.17886394,0.045706738,38485,0.25216025,0.21969102
2009-2015,191,Irving Park,0.95456362,0.94493026,327000,0.01418458,4517.25,30488,30786,0.14659686,0.24083769,160400,0.66254193,0.042365771,0.44588926,0.004823825,0.23301175,0.05725671,44813,0.23363829,0.29998994
2009-2015,147,Irving Park,1.0161053,1.005963,260000,0.014716947,3951.51,26475,26898,0.14285715,0.3197279,160501,0.49188158,0.047277939,0.63825214,0.017669532,0.37320918,0.069961794,37260,0.14314023,0.26786339
2009-2015,126,Irving Park,1.0097599,1.002375,241750,0.015687525,3724.0352,25193.5,25463.5,0.1984127,0.3968254,160502,0.5292958,0.045633804,0.59690142,0.012112676,0.34985915,0.063098595,45439,0.18664445,0.16474229
2009-2015,167,Irving Park,0.98585987,0.96676362,251500,0.014709539,3780.04,25369,25480,0.16766468,0.59880239,160601,0.62893981,0.039828081,0.49541548,0.00487106,0.26446992,0.061891116,51393,0.27822027,0.13787422
2009-2015,180,Irving Park,0.93874812,0.89978576,252525,0.013659158,3459.3999,24135,25282.5,0.14444445,0.58333331,160602,0.64084703,0.049874619,0.46113124,0.008637504,0.25243801,0.048202842,52353,0.24323232,0.16969697
2009-2015,224,Irving Park,1.000519,0.97462761,313500,0.015040938,4709.4551,30400,30743.5,0.17857143,0.17410715,160700,0.56864077,0.036144577,0.49787885,0.005769557,0.34294927,0.046495844,64992,0.27420998,0.08053007
2009-2015,165,Irving Park,1.0315151,0.9667576,278500,0.015088612,4311.75,27872,28165,0.27272728,0.27878788,160800,0.55866355,0.034382284,0.57750583,0.005050505,0.34712508,0.054778554,48785,0.20791797,0.11069971
2009-2015,117,Irving Park,0.92839998,0.90343058,364000,0.014388212,5117.3101,33455,33616,0.051282052,0.21367522,160900,0.75176716,0.033679835,0.31392932,0.00956341,0.16632016,0.038669437,66523,0.32648993,0.10085709
2009-2015,66,Irving Park,0.9064703,0.9064703,418500,0.014188863,6178.1299,40337.5,40432,0.12121212,0.045454547,161000,0.79789102,0.036906853,0.24253076,0.004686585,0.1165788,0.043936729,53835,0.33951333,0.094438009
2009-2015,131,Irving Park,0.89813912,0.8909722,423500,0.013832705,6048.0898,39313,39313,0.13740458,0.099236645,161100,0.79849541,0.046211716,0.161741,0.007522837,0.11069318,0.037076842,98704,0.44849369,0.11078718
2009-2015,78,Irving Park,1.062552,1.0086591,222500,0.015507616,3641.7451,22790.5,23155,0.15384616,0.012820513,161200,0.57372016,0.018771332,0.64095563,0.020477816,0.33890784,0.048122868,59327,0.14920984,0.038588755
2009-2015,81,Irving Park,1.1160326,1.0282078,260000,0.015932735,4017.45,28874,29598,0.12345679,0.074074075,161300,0.64100075,0.033762448,0.57614768,0.006315278,0.27787223,0.041049309,36514,0.12485519,0.1364397
2009-2015,223,Dunning,1.0227027,0.91470587,145000,0.013229928,1873.96,13669,15118,0.44394618,0.99103141,170100,0.88869864,0.034817353,0.10045662,0.000570776,0.065639272,0.010273973,46667,0.26533231,0.070310496
2009-2015,130,Dunning,1.1561774,1.1405832,216250,0.0167733,3668.1499,24188,24335,0.030769231,0.053846154,170200,0.8224563,0.005909558,0.3311922,0.006423433,0.14491265,0.020298047,62851,0.13735127,0.053802378
2009-2015,211,Dunning,1.1635715,1.15175,220000,0.016780796,3586.1699,24401,24487,0.080568723,0.075829387,170300,0.81887305,0.010333398,0.26184443,0.004679275,0.14700721,0.019107038,57950,0.15995295,0.17818289
2009-2015,194,Dunning,1.0652244,1.030453,220000,0.016106177,3672.72,23446.5,23621.5,0.13402061,0.17010309,170400,0.8607235,0.00878553,0.19121447,0.002583979,0.10232558,0.025581395,64815,0.2020624,0.17021276
2009-2015,223,Dunning,1.1454737,1.114,215000,0.016189631,3453.0801,23803,23998,0.085201792,0.089686096,170500,0.88192773,0.008433735,0.19236948,0.003815261,0.084939755,0.020883534,77802,0.18366291,0.05342168
2009-2015,108,Dunning,1.1840128,1.1730573,203000,0.016257919,3663.6899,24377,24689,0.074074075,0.037037037,170600,0.88670939,0.001601281,0.1441153,0.001601281,0.086469173,0.023618896,52219,0.19856226,0.067223623
2009-2015,136,Dunning,1.1798193,1.1624024,201450,0.017620731,3674.77,24025.5,24322.5,0.088235296,0.029411765,170700,0.87550336,0.004362416,0.17583893,0.001342282,0.092953019,0.025838926,55691,0.1559961,0.14202145
